"1","SPElegible","SPElegible","read","false"
"2","SPElegible","tenureTrackTenured","create-oa","false"
"3","SPElegible","CoPIElegible","write","false"
"4","SPElegible","tenured","read","false"
"5","SPElegible","createPDS","write","false"
"6","SPElegible","teaching","write","false"
"7","SPElegible","research","create-oa","false"
"8","SPElegible","clinical","create-oa","false"
"9","SPElegible","non-tenure-track","create-oa","false"
"10","tenureTrackTenured","readPDS","read","false"
"11","tenureTrackTenured","research","create-oa-to-oa","false"
"12","tenureTrackTenured","clinical","create-oa-to-oa","false"
"13","tenureTrackTenured","adjunct","read","false"
"14","tenureTrackTenured","tenure-track","create-oa","false"
"15","tenure-track","CoPIElegible","create-oa","false"
"16","tenure-track","tenured","create-oa-to-oa","false"
"17","tenure-track","research","write","false"
"18","tenure-track","faculty","create-oa","false"
"19","tenure-track","readPDS","read","false"
"20","tenure-track","SPElegible","write","false"
"21","CoPIElegible","CoPIElegible","read","false"
"22","CoPIElegible","createPDS","create-oa-to-oa","false"
"23","CoPIElegible","PIElegible","read","false"
"24","CoPIElegible","readPDS","read","false"
"25","CoPIElegible","research","write","false"
"26","CoPIElegible","faculty","create-oa","false"
"27","CoPIElegible","writePDS","create-oa-to-oa","false"
"28","CoPIElegible","clinical","write","false"
"29","CoPIElegible","tenured","create-oa","false"
"30","CoPIElegible","adjunct","write","false"
"31","CoPIElegible","tenure-track","create-oa-to-oa","false"
"32","tenured","tenured","read","false"
"33","tenured","createPDS","create-oa","true"
"34","tenured","teaching","create-oa-to-oa","false"
"35","tenured","PIElegible","write","false"
"36","tenured","research","read","false"
"37","tenured","faculty","read","false"
"38","tenured","writePDS","create-oa","false"
"39","tenured","clinical","write","false"
"40","tenured","non-tenure-track","read","false"
"41","tenured","adjunct","create-oa","false"
"42","tenured","tenureTrackTenured","create-oa","false"
"43","tenured","tenure-track","create-oa-to-oa","false"
"44","tenured","CoPIElegible","create-oa","false"
"45","teaching","createPDS","read","false"
"46","teaching","PIElegible","create-oa-to-oa","false"
"47","teaching","readPDS","write","false"
"48","teaching","faculty","create-oa-to-oa","false"
"49","teaching","non-tenure-track","write","false"
"50","teaching","SPElegible","write","false"
"51","teaching","CoPIElegible","create-oa","false"
"52","PIElegible","teaching","read","false"
"53","PIElegible","PIElegible","create-oa","false"
"54","PIElegible","research","write","false"
"55","PIElegible","faculty","create-oa","false"
"56","PIElegible","writePDS","write","false"
"57","PIElegible","clinical","create-oa-to-oa","false"
"58","PIElegible","adjunct","create-oa","false"
"59","PIElegible","SPElegible","create-oa","false"
"60","PIElegible","tenureTrackTenured","write","false"
"61","PIElegible","tenure-track","write","false"
"62","PIElegible","CoPIElegible","read","false"
"63","PIElegible","tenured","create-oa","false"
"64","PIElegible","createPDS","write","false"
"65","research","readPDS","create-oa","false"
"66","research","non-tenure-track","create-oa","false"
"67","research","faculty","write","false"
"68","research","tenureTrackTenured","read","false"
"69","research","tenure-track","read","false"
"70","research","createPDS","write","false"
"71","research","teaching","read","false"
"72","faculty","writePDS","write","true"
"73","faculty","clinical","write","false"
"74","faculty","non-tenure-track","write","false"
"75","faculty","adjunct","create-oa","false"
"76","faculty","SPElegible","read","false"
"77","faculty","tenure-track","read","false"
"78","faculty","CoPIElegible","create-oa-to-oa","false"
"79","faculty","tenured","create-oa-to-oa","false"
"80","faculty","createPDS","create-oa","false"
"81","faculty","teaching","create-oa","false"
"82","clinical","research","read","false"
"83","clinical","writePDS","create-oa-to-oa","false"
"84","clinical","clinical","write","false"
"85","clinical","non-tenure-track","write","false"
"86","clinical","adjunct","write","false"
"87","clinical","SPElegible","create-oa","false"
"88","clinical","tenureTrackTenured","create-oa-to-oa","false"
"89","clinical","CoPIElegible","read","false"
"90","clinical","teaching","create-oa-to-oa","false"
"91","clinical","PIElegible","create-oa","false"
"92","clinical","readPDS","write","false"
"93","non-tenure-track","faculty","read","false"
"94","non-tenure-track","non-tenure-track","write","false"
"95","non-tenure-track","adjunct","create-oa-to-oa","false"
"96","non-tenure-track","writePDS","create-oa","false"
"97","non-tenure-track","SPElegible","create-oa-to-oa","false"
"98","non-tenure-track","CoPIElegible","create-oa","false"
"99","non-tenure-track","tenured","read","false"
"100","non-tenure-track","PIElegible","read","false"
"101","non-tenure-track","readPDS","write","false"
"102","adjunct","adjunct","write","false"
