"1","Research Admin","Research Admin","Delete","false"
"2","Research Admin","Research Admin","delete-sp","false"
"3","Research Admin","Research Admin","read","false"
"4","Research Admin","Research Admin","ViewLog","false"
"5","Research Admin","Research Admin","create","false"
"6","Research Admin","Research Admin","Submit","false"
"7","Research Admin","Research Admin","add-sp","false"
"8","Research Admin","Research Admin","write","false"
"9","Research Admin","Research Admin","delete-copi","false"
"10","Research Admin","Research Admin","add-copi","false"
"11","Research Admin","tomtom","Delete","false"
"12","Research Admin","tomtom","delete-sp","false"
"13","Research Admin","tomtom","read","false"
"14","Research Admin","tomtom","ViewLog","false"
"15","Research Admin","tomtom","create","false"
"16","Research Admin","tomtom","Submit","false"
"17","Research Admin","tomtom","add-sp","false"
"18","Research Admin","tomtom","write","false"
"19","Research Admin","tomtom","delete-copi","false"
"20","Research Admin","tomtom","add-copi","false"
"21","Research Admin","OSPInfo","Delete","false"
"22","Research Admin","OSPInfo","delete-sp","false"
"23","Research Admin","OSPInfo","read","false"
"24","Research Admin","OSPInfo","ViewLog","false"
"25","Research Admin","OSPInfo","create","false"
"26","Research Admin","OSPInfo","Submit","false"
"27","Research Admin","OSPInfo","add-sp","false"
"28","Research Admin","OSPInfo","write","false"
"29","Research Admin","OSPInfo","delete-copi","false"
"30","Research Admin","OSPInfo","add-copi","false"
"31","Research Admin","DeptECE","Delete","false"
"32","Research Admin","DeptECE","delete-sp","false"
"33","Research Admin","DeptECE","read","false"
"34","Research Admin","DeptECE","ViewLog","false"
"35","Research Admin","DeptECE","create","false"
"36","Research Admin","DeptECE","Submit","false"
"37","Research Admin","DeptECE","add-sp","false"
"38","Research Admin","DeptECE","write","false"
"39","Research Admin","DeptECE","delete-copi","false"
"40","Research Admin","DeptECE","add-copi","false"
"41","Research Admin","TenureTrack Faculty","Delete","false"
"42","Research Admin","TenureTrack Faculty","delete-sp","false"
"43","Research Admin","TenureTrack Faculty","read","false"
"44","Research Admin","TenureTrack Faculty","ViewLog","false"
"45","Research Admin","TenureTrack Faculty","create","false"
"46","Research Admin","TenureTrack Faculty","Submit","false"
"47","Research Admin","TenureTrack Faculty","add-sp","false"
"48","Research Admin","TenureTrack Faculty","write","false"
"49","Research Admin","TenureTrack Faculty","delete-copi","false"
"50","Research Admin","TenureTrack Faculty","add-copi","false"
"51","Research Admin","CoPIEligible","Delete","false"
"52","Research Admin","CoPIEligible","delete-sp","false"
"53","Research Admin","CoPIEligible","read","false"
"54","Research Admin","CoPIEligible","ViewLog","false"
"55","Research Admin","CoPIEligible","create","false"
"56","Research Admin","CoPIEligible","Submit","false"
"57","Research Admin","CoPIEligible","add-sp","false"
"58","Research Admin","CoPIEligible","write","false"
"59","Research Admin","CoPIEligible","delete-copi","false"
"60","Research Admin","CoPIEligible","add-copi","false"
"61","Research Admin","SPInfo","Delete","false"
"62","Research Admin","SPInfo","delete-sp","false"
"63","Research Admin","SPInfo","read","false"
"64","Research Admin","SPInfo","ViewLog","false"
"65","Research Admin","SPInfo","create","false"
"66","Research Admin","SPInfo","Submit","false"
"67","Research Admin","SPInfo","add-sp","false"
"68","Research Admin","SPInfo","write","false"
"69","Research Admin","SPInfo","delete-copi","false"
"70","Research Admin","SPInfo","add-copi","false"
"71","Research Admin","Dean COE","Delete","false"
"72","Research Admin","Dean COE","delete-sp","false"
